Sample	Name	Strain	Treatment	Block	Compound	Compound_name	M	Type	Std_conc	RT	Area	ng.mL_QuanLynx	ng.mL_adj	uMol
65	20191209_LT_Stds13x_400ng	Standard	NA	1	11	APO	212.21	Standard	400	4.15	15838.083	407.3	413.191777	1.947089096
62	20191210_LT_Stds13x_05ng	Standard	NA	2	11	APO	212.21	Standard	5	NA	NA	NA	NA	NA
63	20191210_LT_Stds13x_10ng	Standard	NA	2	11	APO	212.21	Standard	10	4.15	41.98	8.5	1.216326928	0.005731714
64	20191210_LT_Stds13x_50ng	Standard	NA	2	11	APO	212.21	Standard	50	4.15	1936.195	60.2	56.09924049	0.264357196
65	20191210_LT_Stds13x_100ng	Standard	NA	2	11	APO	212.21	Standard	100	4.15	3274.208	96.8	94.86677841	0.447041979
66	20191210_LT_Stds13x_200ng	Standard	NA	2	11	APO	212.21	Standard	200	4.15	6937.911	196.9	201.0187702	0.947263419
67	20191210_LT_Stds13x_400ng	Standard	NA	2	11	APO	212.21	Standard	400	4.15	14287.971	397.6	413.9791298	1.950799349
67	20191210_LT_Stds13x_05ng_02	Standard	NA	3	11	APO	212.21	Standard	5	NA	NA	NA	NA	NA
68	20191210_LT_Stds13x_10ng_02	Standard	NA	3	11	APO	212.21	Standard	10	NA	NA	NA	NA	NA
69	20191210_LT_Stds13x_50ng_02	Standard	NA	3	11	APO	212.21	Standard	50	4.15	1901.382	55.1	57.01133517	0.268655272
70	20191210_LT_Stds13x_100ng_02	Standard	NA	3	11	APO	212.21	Standard	100	4.15	3048.827	89.1	91.41650546	0.430783212
71	20191210_LT_Stds13x_200ng_02	Standard	NA	3	11	APO	212.21	Standard	200	4.15	6694.42	196.8	200.726536	0.94588632
72	20191210_LT_Stds13x_400ng_02	Standard	NA	3	11	APO	212.21	Standard	400	4.15	13873.402	409	415.9822547	1.960238701
62	20191211_LT_Stds13x_05ng_01	Standard	NA	4	11	APO	212.21	Standard	5	4.12	109.502	4.7	3.906058384	0.018406571
63	20191211_LT_Stds13x_10ng_01	Standard	NA	4	11	APO	212.21	Standard	10	4.13	253.633	9.8	9.047371794	0.04263405
64	20191211_LT_Stds13x_50ng_01	Standard	NA	4	11	APO	212.21	Standard	50	4.14	1537.931	55.5	54.85971285	0.258516153
65	20191211_LT_Stds13x_100ng_01	Standard	NA	4	11	APO	212.21	Standard	100	4.13	2749.597	98.6	98.08118952	0.462189291
66	20191211_LT_Stds13x_200ng_01	Standard	NA	4	11	APO	212.21	Standard	200	4.13	5512.079	196.8	196.6220014	0.926544467
67	20191211_LT_Stds13x_400ng_01	Standard	NA	4	11	APO	212.21	Standard	400	4.12	11212.273	399.6	399.9542744	1.884709837
1	20191209_LT_LMI1_MBOA	LMI1	MBOA	1	12	AAPO	254.25	Analyte	NA	NA	NA	NA	NA	NA
2	20191209_LT_LMI1_Ctrl	LMI1	Ctrl	1	12	AAPO	254.25	Analyte	NA	NA	NA	NA	NA	NA
3	20191209_LT_LMI1_DG	LMI1	DG	1	12	AAPO	254.25	Analyte	NA	NA	NA	NA	NA	NA
4	20191209_LT_LBA112_MBOA	LBA112	MBOA	1	12	AAPO	254.25	Analyte	NA	NA	NA	NA	NA	NA
5	20191209_LT_LBA112_Ctrl	LBA112	Ctrl	1	12	AAPO	254.25	Analyte	NA	NA	NA	NA	NA	NA
6	20191209_LT_LBA112_DG	LBA112	DG	1	12	AAPO	254.25	Analyte	NA	NA	NA	NA	NA	NA
7	20191209_LT_LAR12_MBOA	LAR12	MBOA	1	12	AAPO	254.25	Analyte	NA	NA	NA	NA	NA	NA
8	20191209_LT_LAR12_Ctrl	LAR12	Ctrl	1	12	AAPO	254.25	Analyte	NA	NA	NA	NA	NA	NA
9	20191209_LT_LAR12_DG	LAR12	DG	1	12	AAPO	254.25	Analyte	NA	NA	NA	NA	NA	NA
10	20191209_LT_LRH8-S_MBOA	LRH8-S	MBOA	1	12	AAPO	254.25	Analyte	NA	NA	NA	NA	NA	NA
11	20191209_LT_LRH8-S_Ctrl	LRH8-S	Ctrl	1	12	AAPO	254.25	Analyte	NA	NA	NA	NA	NA	NA
12	20191209_LT_LRH8-S_DG	LRH8-S	DG	1	12	AAPO	254.25	Analyte	NA	NA	NA	NA	NA	NA
13	20191209_LT_LME1_MBOA	LME1	MBOA	1	12	AAPO	254.25	Analyte	NA	NA	NA	NA	NA	NA
14	20191209_LT_LME1_Ctrl	LME1	Ctrl	1	12	AAPO	254.25	Analyte	NA	NA	NA	NA	NA	NA
15	20191209_LT_LME1_DG	LME1	DG	1	12	AAPO	254.25	Analyte	NA	NA	NA	NA	NA	NA
16	20191209_LT_LST15_DIMBOA	LST15	DIMBOA	1	12	AAPO	254.25	Analyte	NA	NA	NA	NA	NA	NA
17	20191209_LT_LST15_DG	LST15	DG	1	12	AAPO	254.25	Analyte	NA	NA	NA	NA	NA	NA
18	20191209_LT_LST15_MBOA	LST15	MBOA	1	12	AAPO	254.25	Analyte	NA	NA	NA	NA	NA	NA
19	20191209_LT_LST15_Ctrl	LST15	Ctrl	1	12	AAPO	254.25	Analyte	NA	NA	NA	NA	NA	NA
20	20191209_LT_LMX9_DIMBOA	LMX9	DIMBOA	1	12	AAPO	254.25	Analyte	NA	NA	NA	NA	NA	NA
21	20191209_LT_LMX9_DG	LMX9	DG	1	12	AAPO	254.25	Analyte	NA	NA	NA	NA	NA	NA
22	20191209_LT_LMX9_MBOA	LMX9	MBOA	1	12	AAPO	254.25	Analyte	NA	NA	NA	NA	NA	NA
23	20191209_LT_LMX9_Ctrl	LMX9	Ctrl	1	12	AAPO	254.25	Analyte	NA	NA	NA	NA	NA	NA
24	20191209_LT_LMI14_DIMBOA	LMI14	DIMBOA	1	12	AAPO	254.25	Analyte	NA	NA	NA	NA	NA	NA
25	20191209_LT_LMI14_DG	LMI14	DG	1	12	AAPO	254.25	Analyte	NA	NA	NA	NA	NA	NA
26	20191209_LT_LMI14_MBOA	LMI14	MBOA	1	12	AAPO	254.25	Analyte	NA	NA	NA	NA	NA	NA
27	20191209_LT_LMI14_Ctrl	LMI14	Ctrl	1	12	AAPO	254.25	Analyte	NA	NA	NA	NA	NA	NA
28	20191209_LT_LBA20_DIMBOA	LBA20	DIMBOA	1	12	AAPO	254.25	Analyte	NA	NA	NA	NA	NA	NA
29	20191209_LT_LBA20_DG	LBA20	DG	1	12	AAPO	254.25	Analyte	NA	NA	NA	NA	NA	NA
30	20191209_LT_LBA20_MBOA	LBA20	MBOA	1	12	AAPO	254.25	Analyte	NA	NA	NA	NA	NA	NA
31	20191209_LT_LBA20_Ctrl	LBA20	Ctrl	1	12	AAPO	254.25	Analyte	NA	NA	NA	NA	NA	NA
32	20191209_LT_LMQ1_DIMBOA	LMQ1	DIMBOA	1	12	AAPO	254.25	Analyte	NA	NA	NA	NA	NA	NA
33	20191209_LT_LMQ1_DG	LMQ1	DG	1	12	AAPO	254.25	Analyte	NA	NA	NA	NA	NA	NA
34	20191209_LT_LMQ1_MBOA	LMQ1	MBOA	1	12	AAPO	254.25	Analyte	NA	NA	NA	NA	NA	NA
35	20191209_LT_LMQ1_Ctrl	LMQ1	Ctrl	1	12	AAPO	254.25	Analyte	NA	NA	NA	NA	NA	NA
36	20191209_LT_LMG1_DIMBOA	LMG1	DIMBOA	1	12	AAPO	254.25	Analyte	NA	NA	NA	NA	NA	NA
37	20191209_LT_LMG1_MBOA	LMG1	MBOA	1	12	AAPO	254.25	Analyte	NA	NA	NA	NA	NA	NA
38	20191209_LT_LMG1_Ctrl	LMG1	Ctrl	1	12	AAPO	254.25	Analyte	NA	NA	NA	NA	NA	NA
39	20191209_LT_LMG1_DG	LMG1	DG	1	12	AAPO	254.25	Analyte	NA	NA	NA	NA	NA	NA
40	20191209_LT_NBC_DIMBOA	NBC	DIMBOA	1	12	AAPO	254.25	Analyte	NA	NA	NA	NA	NA	NA
41	20191209_LT_NBC_MBOA	NBC	MBOA	1	12	AAPO	254.25	Analyte	NA	NA	NA	NA	NA	NA
42	20191209_LT_NBC_Ctrl	NBC	Ctrl	1	12	AAPO	254.25	Analyte	NA	NA	NA	NA	NA	NA
43	20191209_LT_NBC_DG	NBC	DG	1	12	AAPO	254.25	Analyte	NA	NA	NA	NA	NA	NA
44	20191209_LT_LMF1_DIMBOA	LMF1	DIMBOA	1	12	AAPO	254.25	Analyte	NA	NA	NA	NA	NA	NA
45	20191209_LT_LMF1_MBOA	LMF1	MBOA	1	12	AAPO	254.25	Analyte	NA	NA	NA	NA	NA	NA
46	20191209_LT_LMF1_Ctrl	LMF1	Ctrl	1	12	AAPO	254.25	Analyte	NA	NA	NA	NA	NA	NA
47	20191209_LT_LMF1_DG	LMF1	DG	1	12	AAPO	254.25	Analyte	NA	NA	NA	NA	NA	NA
48	20191209_LT_LRC7-O_DIMBOA	LRC7-O	DIMBOA	1	12	AAPO	254.25	Analyte	NA	NA	NA	NA	NA	NA
49	20191209_LT_LRC7-O_MBOA	LRC7-O	MBOA	1	12	AAPO	254.25	Analyte	NA	NA	NA	NA	NA	NA
50	20191209_LT_LRC7-O_Ctrl	LRC7-O	Ctrl	1	12	AAPO	254.25	Analyte	NA	NA	NA	NA	NA	NA
51	20191209_LT_LRC7-O_DG	LRC7-O	DG	1	12	AAPO	254.25	Analyte	NA	NA	NA	NA	NA	NA
52	20191209_LT_LBA21_DIMBOA	LBA21	DIMBOA	1	12	AAPO	254.25	Analyte	NA	NA	NA	NA	NA	NA
53	20191209_LT_LBA21_MBOA	LBA21	MBOA	1	12	AAPO	254.25	Analyte	NA	NA	NA	NA	NA	NA
54	20191209_LT_LBA21_Ctrl	LBA21	Ctrl	1	12	AAPO	254.25	Analyte	NA	NA	NA	NA	NA	NA
55	20191209_LT_LBA21_DG	LBA21	DG	1	12	AAPO	254.25	Analyte	NA	NA	NA	NA	NA	NA
56	20191209_LT_T0_Ctrl	T0	Ctrl	1	12	AAPO	254.25	Analyte	NA	NA	NA	NA	NA	NA
57	20191209_LT_T0_MBOA	T0	MBOA	1	12	AAPO	254.25	Analyte	NA	NA	NA	NA	NA	NA
58	20191209_LT_T0_DIMBOA	T0	DIMBOA	1	12	AAPO	254.25	Analyte	NA	NA	NA	NA	NA	NA
59	20191209_LT_T0_DG	T0	DG	1	12	AAPO	254.25	Analyte	NA	NA	NA	NA	NA	NA
1	20191210_LT_LMI1_MBOA	LMI1	MBOA	2	12	AAPO	254.25	Analyte	NA	NA	NA	NA	NA	NA
2	20191210_LT_LRH13_MBOA	LRH13	MBOA	2	12	AAPO	254.25	Analyte	NA	NA	NA	NA	NA	NA
3	20191210_LT_LRH13_Ctrl	LRH13	Ctrl	2	12	AAPO	254.25	Analyte	NA	NA	NA	NA	NA	NA
4	20191210_LT_LRH13_DG	LRH13	DG	2	12	AAPO	254.25	Analyte	NA	NA	NA	NA	NA	NA
5	20191210_LT_LRH13_DIMBOA	LRH13	DIMBOA	2	12	AAPO	254.25	Analyte	NA	NA	NA	NA	NA	NA
6	20191210_LT_LST17_MBOA	LST17	MBOA	2	12	AAPO	254.25	Analyte	NA	NA	NA	NA	NA	NA
7	20191210_LT_LST17_Ctrl	LST17	Ctrl	2	12	AAPO	254.25	Analyte	NA	NA	NA	NA	NA	NA
8	20191210_LT_LST17_DG	LST17	DG	2	12	AAPO	254.25	Analyte	NA	NA	NA	NA	NA	NA
9	20191210_LT_LST17_DIMBOA	LST17	DIMBOA	2	12	AAPO	254.25	Analyte	NA	NA	NA	NA	NA	NA
10	20191210_LT_LMI13_MBOA	LMI13	MBOA	2	12	AAPO	254.25	Analyte	NA	NA	NA	NA	NA	NA
11	20191210_LT_LMI13_Ctrl	LMI13	Ctrl	2	12	AAPO	254.25	Analyte	NA	NA	NA	NA	NA	NA
12	20191210_LT_LMI13_DG	LMI13	DG	2	12	AAPO	254.25	Analyte	NA	NA	NA	NA	NA	NA
13	20191210_LT_LMI13_DIMBOA	LMI13	DIMBOA	2	12	AAPO	254.25	Analyte	NA	NA	NA	NA	NA	NA
14	20191210_LT_LMO1_MBOA	LMO1	MBOA	2	12	AAPO	254.25	Analyte	NA	NA	NA	NA	NA	NA
15	20191210_LT_LMO1_Ctrl	LMO1	Ctrl	2	12	AAPO	254.25	Analyte	NA	NA	NA	NA	NA	NA
16	20191210_LT_LMO1_DG	LMO1	DG	2	12	AAPO	254.25	Analyte	NA	NA	NA	NA	NA	NA
17	20191210_LT_LMO1_DIMBOA	LMO1	DIMBOA	2	12	AAPO	254.25	Analyte	NA	NA	NA	NA	NA	NA
18	20191210_LT_LMI1x_MBOA	LMI1x	MBOA	2	12	AAPO	254.25	Analyte	NA	NA	NA	NA	NA	NA
19	20191210_LT_LMI1x_Ctrl	LMI1x	Ctrl	2	12	AAPO	254.25	Analyte	NA	NA	NA	NA	NA	NA
20	20191210_LT_LMI1x_DG	LMI1x	DG	2	12	AAPO	254.25	Analyte	NA	NA	NA	NA	NA	NA
21	20191210_LT_LMI1x_DIMBOA	LMI1x	DIMBOA	2	12	AAPO	254.25	Analyte	NA	NA	NA	NA	NA	NA
22	20191210_LT_LRC7-S_DIMBOA	LRC7-S	DIMBOA	2	12	AAPO	254.25	Analyte	NA	NA	NA	NA	NA	NA
23	20191210_LT_LRC7-S_DG	LRC7-S	DG	2	12	AAPO	254.25	Analyte	NA	NA	NA	NA	NA	NA
24	20191210_LT_LRC7-S_MBOA	LRC7-S	MBOA	2	12	AAPO	254.25	Analyte	NA	NA	NA	NA	NA	NA
25	20191210_LT_LRC7-S_Ctrl	LRC7-S	Ctrl	2	12	AAPO	254.25	Analyte	NA	NA	NA	NA	NA	NA
26	20191210_LT_LMI15_DIMBOA	LMI15	DIMBOA	2	12	AAPO	254.25	Analyte	NA	NA	NA	NA	NA	NA
27	20191210_LT_LMI15_DG	LMI15	DG	2	12	AAPO	254.25	Analyte	NA	NA	NA	NA	NA	NA
28	20191210_LT_LMI15_MBOA	LMI15	MBOA	2	12	AAPO	254.25	Analyte	NA	NA	NA	NA	NA	NA
29	20191210_LT_LMI15_Ctrl	LMI15	Ctrl	2	12	AAPO	254.25	Analyte	NA	NA	NA	NA	NA	NA
30	20191210_LT_LMX7_DIMBOA	LMX7	DIMBOA	2	12	AAPO	254.25	Analyte	NA	NA	NA	NA	NA	NA
31	20191210_LT_LMX7_DG	LMX7	DG	2	12	AAPO	254.25	Analyte	NA	NA	NA	NA	NA	NA
32	20191210_LT_LMX7_MBOA	LMX7	MBOA	2	12	AAPO	254.25	Analyte	NA	NA	NA	NA	NA	NA
33	20191210_LT_LMX7_Ctrl	LMX7	Ctrl	2	12	AAPO	254.25	Analyte	NA	NA	NA	NA	NA	NA
34	20191210_LT_LST16_DIMBOA	LST16	DIMBOA	2	12	AAPO	254.25	Analyte	NA	NA	NA	NA	NA	NA
35	20191210_LT_LST16_DG	LST16	DG	2	12	AAPO	254.25	Analyte	NA	NA	NA	NA	NA	NA
36	20191210_LT_LST16_MBOA	LST16	MBOA	2	12	AAPO	254.25	Analyte	NA	NA	NA	NA	NA	NA
37	20191210_LT_LST16_Ctrl	LST16	Ctrl	2	12	AAPO	254.25	Analyte	NA	NA	NA	NA	NA	NA
38	20191210_LT_LMR1_DIMBOA	LMR1	DIMBOA	2	12	AAPO	254.25	Analyte	NA	NA	NA	NA	NA	NA
39	20191210_LT_LMR1_DG	LMR1	DG	2	12	AAPO	254.25	Analyte	NA	NA	NA	NA	NA	NA
40	20191210_LT_LMR1_MBOA	LMR1	MBOA	2	12	AAPO	254.25	Analyte	NA	NA	NA	NA	NA	NA
41	20191210_LT_LMR1_Ctrl	LMR1	Ctrl	2	12	AAPO	254.25	Analyte	NA	NA	NA	NA	NA	NA
42	20191210_LT_LPB4-O_DIMBOA	LPB4-O	DIMBOA	2	12	AAPO	254.25	Analyte	NA	NA	NA	NA	NA	NA
43	20191210_LT_LPB4-O_MBOA	LPB4-O	MBOA	2	12	AAPO	254.25	Analyte	NA	NA	NA	NA	NA	NA
44	20191210_LT_LPB4-O_Ctrl	LPB4-O	Ctrl	2	12	AAPO	254.25	Analyte	NA	NA	NA	NA	NA	NA
45	20191210_LT_LPB4-O_DG	LPB4-O	DG	2	12	AAPO	254.25	Analyte	NA	NA	NA	NA	NA	NA
46	20191210_LT_LMN1_DIMBOA	LMN1	DIMBOA	2	12	AAPO	254.25	Analyte	NA	NA	NA	NA	NA	NA
47	20191210_LT_LMN1_MBOA	LMN1	MBOA	2	12	AAPO	254.25	Analyte	NA	NA	NA	NA	NA	NA
48	20191210_LT_LMN1_Ctrl	LMN1	Ctrl	2	12	AAPO	254.25	Analyte	NA	NA	NA	NA	NA	NA
49	20191210_LT_LMN1_DG	LMN1	DG	2	12	AAPO	254.25	Analyte	NA	NA	NA	NA	NA	NA
50	20191210_LT_LST14_DIMBOA	LST14	DIMBOA	2	12	AAPO	254.25	Analyte	NA	NA	NA	NA	NA	NA
51	20191210_LT_LST14_MBOA	LST14	MBOA	2	12	AAPO	254.25	Analyte	NA	NA	NA	NA	NA	NA
52	20191210_LT_LST14_Ctrl	LST14	Ctrl	2	12	AAPO	254.25	Analyte	NA	NA	NA	NA	NA	NA
53	20191210_LT_LST14_DG	LST14	DG	2	12	AAPO	254.25	Analyte	NA	NA	NA	NA	NA	NA
54	20191210_LT_LMM1_DIMBOA	LMM1	DIMBOA	2	12	AAPO	254.25	Analyte	NA	NA	NA	NA	NA	NA
55	20191210_LT_LMM1_MBOA	LMM1	MBOA	2	12	AAPO	254.25	Analyte	NA	NA	NA	NA	NA	NA
56	20191210_LT_LMM1_Ctrl	LMM1	Ctrl	2	12	AAPO	254.25	Analyte	NA	NA	NA	NA	NA	NA
57	20191210_LT_LMM1_DG	LMM1	DG	2	12	AAPO	254.25	Analyte	NA	NA	NA	NA	NA	NA
58	20191210_LT_LBA3_DIMBOA	LBA3	DIMBOA	2	12	AAPO	254.25	Analyte	NA	NA	NA	NA	NA	NA
59	20191210_LT_LBA3_MBOA	LBA3	MBOA	2	12	AAPO	254.25	Analyte	NA	NA	NA	NA	NA	NA
60	20191210_LT_LBA3_Ctrl	LBA3	Ctrl	2	12	AAPO	254.25	Analyte	NA	NA	NA	NA	NA	NA
61	20191210_LT_LBA3_DG	LBA3	DG	2	12	AAPO	254.25	Analyte	NA	NA	NA	NA	NA	NA
1	20191210_LT_LMI1_MBOA_02	LMI1	MBOA	3	12	AAPO	254.25	Analyte	NA	NA	NA	NA	NA	NA
2	20191210_LT_LST13_MBOA	LST13	MBOA	3	12	AAPO	254.25	Analyte	NA	NA	NA	NA	NA	NA
3	20191210_LT_LST13_Ctrl	LST13	Ctrl	3	12	AAPO	254.25	Analyte	NA	NA	NA	NA	NA	NA
4	20191210_LT_LST13_DG	LST13	DG	3	12	AAPO	254.25	Analyte	NA	NA	NA	NA	NA	NA
5	20191210_LT_LST13_DIMBOA	LST13	DIMBOA	3	12	AAPO	254.25	Analyte	NA	NA	NA	NA	NA	NA
6	20191210_LT_NBC_MBOA	NBC	MBOA	3	12	AAPO	254.25	Analyte	NA	NA	NA	NA	NA	NA
7	20191210_LT_NBC_Ctrl	NBC	Ctrl	3	12	AAPO	254.25	Analyte	NA	NA	NA	NA	NA	NA
8	20191210_LT_NBC_DG	NBC	DG	3	12	AAPO	254.25	Analyte	NA	NA	NA	NA	NA	NA
9	20191210_LT_NBC_DIMBOA	NBC	DIMBOA	3	12	AAPO	254.25	Analyte	NA	NA	NA	NA	NA	NA
10	20191210_LT_LAC11_MBOA	LAC11	MBOA	3	12	AAPO	254.25	Analyte	NA	NA	NA	NA	NA	NA
11	20191210_LT_LAC11_Ctrl	LAC11	Ctrl	3	12	AAPO	254.25	Analyte	NA	NA	NA	NA	NA	NA
12	20191210_LT_LAC11_DG	LAC11	DG	3	12	AAPO	254.25	Analyte	NA	NA	NA	NA	NA	NA
13	20191210_LT_LAC11_DIMBOA	LAC11	DIMBOA	3	12	AAPO	254.25	Analyte	NA	NA	NA	NA	NA	NA
14	20191210_LT_LPD2_MBOA	LPD2	MBOA	3	12	AAPO	254.25	Analyte	NA	NA	NA	NA	NA	NA
15	20191210_LT_LPD2_Ctrl	LPD2	Ctrl	3	12	AAPO	254.25	Analyte	NA	NA	NA	NA	NA	NA
16	20191210_LT_LPD2_DG	LPD2	DG	3	12	AAPO	254.25	Analyte	NA	NA	NA	NA	NA	NA
17	20191210_LT_LPD2_DIMBOA	LPD2	DIMBOA	3	12	AAPO	254.25	Analyte	NA	NA	NA	NA	NA	NA
18	20191210_LT_LMJ1_MBOA	LMJ1	MBOA	3	12	AAPO	254.25	Analyte	NA	NA	NA	NA	NA	NA
19	20191210_LT_LMJ1_Ctrl	LMJ1	Ctrl	3	12	AAPO	254.25	Analyte	NA	NA	NA	NA	NA	NA
20	20191210_LT_LMJ1_DG	LMJ1	DG	3	12	AAPO	254.25	Analyte	NA	NA	NA	NA	NA	NA
21	20191210_LT_LMJ1_DIMBOA	LMJ1	DIMBOA	3	12	AAPO	254.25	Analyte	NA	NA	NA	NA	NA	NA
22	20191210_LT_LMI11_DIMBOA	LMI11	DIMBOA	3	12	AAPO	254.25	Analyte	NA	NA	NA	NA	NA	NA
23	20191210_LT_LMI11_DG	LMI11	DG	3	12	AAPO	254.25	Analyte	NA	NA	NA	NA	NA	NA
24	20191210_LT_LMI11_MBOA	LMI11	MBOA	3	12	AAPO	254.25	Analyte	NA	NA	NA	NA	NA	NA
25	20191210_LT_LMI11_Ctrl	LMI11	Ctrl	3	12	AAPO	254.25	Analyte	NA	NA	NA	NA	NA	NA
26	20191210_LT_LMG2_DIMBOA	LMG2	DIMBOA	3	12	AAPO	254.25	Analyte	NA	NA	NA	NA	NA	NA
27	20191210_LT_LMG2_DG	LMG2	DG	3	12	AAPO	254.25	Analyte	NA	NA	NA	NA	NA	NA
28	20191210_LT_LMG2_MBOA	LMG2	MBOA	3	12	AAPO	254.25	Analyte	NA	NA	NA	NA	NA	NA
29	20191210_LT_LMG2_Ctrl	LMG2	Ctrl	3	12	AAPO	254.25	Analyte	NA	NA	NA	NA	NA	NA
30	20191210_LT_LPB4-R_DIMBOA	LPB4-R	DIMBOA	3	12	AAPO	254.25	Analyte	NA	NA	NA	NA	NA	NA
31	20191210_LT_LPB4-R_DG	LPB4-R	DG	3	12	AAPO	254.25	Analyte	NA	NA	NA	NA	NA	NA
32	20191210_LT_LPB4-R_MBOA	LPB4-R	MBOA	3	12	AAPO	254.25	Analyte	NA	NA	NA	NA	NA	NA
33	20191210_LT_LPB4-R_Ctrl	LPB4-R	Ctrl	3	12	AAPO	254.25	Analyte	NA	NA	NA	NA	NA	NA
34	20191210_LT_LMC1_DIMBOA	LMC1	DIMBOA	3	12	AAPO	254.25	Analyte	NA	NA	NA	NA	NA	NA
35	20191210_LT_LMC1_DG	LMC1	DG	3	12	AAPO	254.25	Analyte	NA	NA	NA	NA	NA	NA
36	20191210_LT_LMC1_MBOA	LMC1	MBOA	3	12	AAPO	254.25	Analyte	NA	NA	NA	NA	NA	NA
37	20191210_LT_LMC1_Ctrl	LMC1	Ctrl	3	12	AAPO	254.25	Analyte	NA	NA	NA	NA	NA	NA
38	20191210_LT_LMC3_DIMBOA	LMC3	DIMBOA	3	12	AAPO	254.25	Analyte	NA	NA	NA	NA	NA	NA
39	20191210_LT_LMC3_DG	LMC3	DG	3	12	AAPO	254.25	Analyte	NA	NA	NA	NA	NA	NA
40	20191210_LT_LMC3_MBOA	LMC3	MBOA	3	12	AAPO	254.25	Analyte	NA	NA	NA	NA	NA	NA
41	20191210_LT_LMC3_Ctrl	LMC3	Ctrl	3	12	AAPO	254.25	Analyte	NA	NA	NA	NA	NA	NA
42	20191210_LT_LMX11_DIMBOA	LMX11	DIMBOA	3	12	AAPO	254.25	Analyte	NA	NA	NA	NA	NA	NA
43	20191210_LT_LMX11_MBOA	LMX11	MBOA	3	12	AAPO	254.25	Analyte	NA	NA	NA	NA	NA	NA
44	20191210_LT_LMX11_Ctrl	LMX11	Ctrl	3	12	AAPO	254.25	Analyte	NA	NA	NA	NA	NA	NA
45	20191210_LT_LMX11_DG	LMX11	DG	3	12	AAPO	254.25	Analyte	NA	NA	NA	NA	NA	NA
46	20191210_LT_LST12_DIMBOA	LST12	DIMBOA	3	12	AAPO	254.25	Analyte	NA	NA	NA	NA	NA	NA
47	20191210_LT_LST12_MBOA	LST12	MBOA	3	12	AAPO	254.25	Analyte	NA	NA	NA	NA	NA	NA
48	20191210_LT_LST12_Ctrl	LST12	Ctrl	3	12	AAPO	254.25	Analyte	NA	NA	NA	NA	NA	NA
49	20191210_LT_LST12_DG	LST12	DG	3	12	AAPO	254.25	Analyte	NA	NA	NA	NA	NA	NA
50	20191210_LT_LMI12_DIMBOA	LMI12	DIMBOA	3	12	AAPO	254.25	Analyte	NA	NA	NA	NA	NA	NA
51	20191210_LT_LMI12_MBOA	LMI12	MBOA	3	12	AAPO	254.25	Analyte	NA	NA	NA	NA	NA	NA
52	20191210_LT_LMI12_Ctrl	LMI12	Ctrl	3	12	AAPO	254.25	Analyte	NA	NA	NA	NA	NA	NA
53	20191210_LT_LMI12_DG	LMI12	DG	3	12	AAPO	254.25	Analyte	NA	NA	NA	NA	NA	NA
54	20191210_LT_LSP13_DIMBOA	LSP13	DIMBOA	3	12	AAPO	254.25	Analyte	NA	NA	NA	NA	NA	NA
55	20191210_LT_LSP13_MBOA	LSP13	MBOA	3	12	AAPO	254.25	Analyte	NA	NA	NA	NA	NA	NA
56	20191210_LT_LSP13_Ctrl	LSP13	Ctrl	3	12	AAPO	254.25	Analyte	NA	NA	NA	NA	NA	NA
57	20191210_LT_LSP13_DG	LSP13	DG	3	12	AAPO	254.25	Analyte	NA	NA	NA	NA	NA	NA
58	20191210_LT_LRH8-O_DIMBOA	LRH8-O	DIMBOA	3	12	AAPO	254.25	Analyte	NA	NA	NA	NA	NA	NA
59	20191210_LT_LRH8-O_MBOA	LRH8-O	MBOA	3	12	AAPO	254.25	Analyte	NA	NA	NA	NA	NA	NA
60	20191210_LT_LRH8-O_Ctrl	LRH8-O	Ctrl	3	12	AAPO	254.25	Analyte	NA	NA	NA	NA	NA	NA
61	20191210_LT_LRH8-O_DG	LRH8-O	DG	3	12	AAPO	254.25	Analyte	NA	NA	NA	NA	NA	NA
62	20191210_LT_LMI1_DIMBOA	LMI1	DIMBOA	3	12	AAPO	254.25	Analyte	NA	NA	NA	NA	NA	NA
63	20191210_LT_LBA112_DIMBOA	LBA112	DIMBOA	3	12	AAPO	254.25	Analyte	NA	NA	NA	NA	NA	NA
64	20191210_LT_LAR12_DIMBOA	LAR12	DIMBOA	3	12	AAPO	254.25	Analyte	NA	NA	NA	NA	NA	NA
65	20191210_LT_LRH8_DIMBOA	LRH8	DIMBOA	3	12	AAPO	254.25	Analyte	NA	NA	NA	NA	NA	NA
66	20191210_LT_LME1_DIMBOA	LME1	DIMBOA	3	12	AAPO	254.25	Analyte	NA	NA	NA	NA	NA	NA
1	20191211_LT_LMI1_MBOA	LMI1	MBOA	4	12	AAPO	254.25	Analyte	NA	NA	NA	NA	NA	NA
2	20191211_LT_LMX3_MBOA	LMX3	MBOA	4	12	AAPO	254.25	Analyte	NA	NA	NA	NA	NA	NA
3	20191211_LT_LMX3_Ctrl	LMX3	Ctrl	4	12	AAPO	254.25	Analyte	NA	NA	NA	NA	NA	NA
4	20191211_LT_LMX3_DG	LMX3	DG	4	12	AAPO	254.25	Analyte	NA	NA	NA	NA	NA	NA
5	20191211_LT_LMX3_DIMBOA	LMX3	DIMBOA	4	12	AAPO	254.25	Analyte	NA	NA	NA	NA	NA	NA
6	20191211_LT_LML1_MBOA	LML1	MBOA	4	12	AAPO	254.25	Analyte	NA	NA	NA	NA	NA	NA
